movieId,title,genres,year,genres_list,genre_str,imdbId,tmdbId,movie_encoded,avg_rating,num_ratings,rating_std,tags_combined,content
20,Money Train (1995),Action|Comedy|Crime|Drama|Thriller,1995.0,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",Action Comedy Crime Drama Thriller,113845,11517.0,19,2.5,15,0.9819805060619657,,Action Comedy Crime Drama Thriller 
21,Get Shorty (1995),Comedy|Crime|Thriller,1995.0,"['Comedy', 'Crime', 'Thriller']",Comedy Crime Thriller,113161,8012.0,20,3.49438202247191,89,0.8676456585288979,hollywood,Comedy Crime Thriller hollywood
22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,1995.0,"['Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']",Crime Drama Horror Mystery Thriller,112722,1710.0,21,3.2222222222222223,36,0.8232726023485646,serial killer,Crime Drama Horror Mystery Thriller serial killer
23,Assassins (1995),Action|Crime|Thriller,1995.0,"['Action', 'Crime', 'Thriller']",Action Crime Thriller,112401,9691.0,22,3.125,16,1.118033988749895,,Action Crime Thriller 
24,Powder (1995),Drama|Sci-Fi,1995.0,"['Drama', 'Sci-Fi']",Drama Sci-Fi,114168,12665.0,23,3.125,28,1.0149347725802838,,Drama Sci-Fi 
25,Leaving Las Vegas (1995),Drama|Romance,1995.0,"['Drama', 'Romance']",Drama Romance,113627,451.0,24,3.625,76,1.1169153951844337,alcoholism,Drama Romance alcoholism
26,Othello (1995),Drama,1995.0,['Drama'],Drama,114057,16420.0,25,3.5,13,0.6123724356957942,shakespeare,Drama shakespeare
27,Now and Then (1995),Children|Drama,1995.0,"['Children', 'Drama']",Children Drama,114011,9263.0,26,3.3333333333333335,9,1.1989578808281798,,Children Drama 
28,Persuasion (1995),Drama|Romance,1995.0,"['Drama', 'Romance']",Drama Romance,114117,17015.0,27,4.2272727272727275,11,0.7862453931068965,in netflix queue jane austen,Drama Romance in netflix queue jane austen
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,1995.0,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",Adventure Drama Fantasy Mystery Sci-Fi,112682,902.0,28,4.0131578947368425,38,0.8259870598526934,kidnapping,Adventure Drama Fantasy Mystery Sci-Fi kidnapping
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,1995.0,"['Crime', 'Drama']",Crime Drama,115012,37557.0,29,3.0,3,1.7320508075688772,,Crime Drama 
31,Dangerous Minds (1995),Drama,1995.0,['Drama'],Drama,112792,9909.0,30,3.1842105263157894,38,0.9892739122203291,high school teacher,Drama high school teacher
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,1995.0,"['Mystery', 'Sci-Fi', 'Thriller']",Mystery Sci-Fi Thriller,114746,63.0,31,3.983050847457627,177,0.7903866737178423,time travel time travel brad pitt bruce willis mindfuck post apocalyptic post-apocalyptic remake time travel twist ending,Mystery Sci-Fi Thriller time travel time travel brad pitt bruce willis mindfuck post apocalyptic post-apocalyptic remake time travel twist ending
34,Babe (1995),Children|Drama,1995.0,"['Children', 'Drama']",Children Drama,112431,9598.0,32,3.65234375,128,1.0415739788159346,animal movie pigs villain nonexistent or not needed for good story,Children Drama animal movie pigs villain nonexistent or not needed for good story
36,Dead Man Walking (1995),Crime|Drama,1995.0,"['Crime', 'Drama']",Crime Drama,112818,687.0,33,3.8358208955223883,67,0.943028887461601,death penalty nun,Crime Drama death penalty nun
38,It Takes Two (1995),Children|Comedy,1995.0,"['Children', 'Comedy']",Children Comedy,113442,33689.0,34,2.125,4,0.8539125638299665,twins,Children Comedy twins
39,Clueless (1995),Comedy|Romance,1995.0,"['Comedy', 'Romance']",Comedy Romance,112697,9603.0,35,3.293269230769231,104,1.0371979076466489,chick flick funny paul rudd quotable seen more than once emma jane austen,Comedy Romance chick flick funny paul rudd quotable seen more than once emma jane austen
40,"Cry, the Beloved Country (1995)",Drama,1995.0,['Drama'],Drama,112749,34615.0,36,4.25,2,1.0606601717798212,in netflix queue south africa,Drama in netflix queue south africa
41,Richard III (1995),Drama|War,1995.0,"['Drama', 'War']",Drama War,114279,31174.0,37,3.7,15,0.6761234037828133,shakespeare,Drama War shakespeare
42,Dead Presidents (1995),Action|Crime|Drama,1995.0,"['Action', 'Crime', 'Drama']",Action Crime Drama,112819,11443.0,38,3.0,7,0.816496580927726,,Action Crime Drama 
43,Restoration (1995),Drama,1995.0,['Drama'],Drama,114272,35196.0,39,3.1875,8,0.6512350903146595,england,Drama england
44,Mortal Kombat (1995),Action|Adventure|Fantasy,1995.0,"['Action', 'Adventure', 'Fantasy']",Action Adventure Fantasy,113855,9312.0,40,2.5434782608695654,46,1.0843640581594445,,Action Adventure Fantasy 
45,To Die For (1995),Comedy|Drama|Thriller,1995.0,"['Comedy', 'Drama', 'Thriller']",Comedy Drama Thriller,114681,577.0,41,3.3125,32,0.8303710791159927,journalism,Comedy Drama Thriller journalism
46,How to Make an American Quilt (1995),Drama|Romance,1995.0,"['Drama', 'Romance']",Drama Romance,113347,11861.0,42,3.066666666666667,15,1.178174536346478,wedding,Drama Romance wedding
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,1995.0,"['Mystery', 'Thriller']",Mystery Thriller,114369,807.0,43,3.9753694581280787,203,0.9224291201153795,mystery twist ending serial killer,Mystery Thriller mystery twist ending serial killer
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,1995.0,"['Animation', 'Children', 'Drama', 'Musical', 'Romance']",Animation Children Drama Musical Romance,114148,10530.0,44,3.1470588235294117,68,1.0546939271988995,,Animation Children Drama Musical Romance 
49,When Night Is Falling (1995),Drama|Romance,1995.0,"['Drama', 'Romance']",Drama Romance,114916,8391.0,45,3.0,1,0.0,,Drama Romance 
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,1995.0,"['Crime', 'Mystery', 'Thriller']",Crime Mystery Thriller,114814,629.0,46,4.237745098039215,204,0.8009211530017211,mindfuck suspense thriller tricky twist ending heist,Crime Mystery Thriller mindfuck suspense thriller tricky twist ending heist
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,1995.0,"['Comedy', 'Drama', 'Romance']",Comedy Drama Romance,113819,11448.0,47,3.4642857142857144,28,0.8705954904182011,adoption prostitution,Comedy Drama Romance adoption prostitution
53,Lamerica (1994),Adventure|Drama,1994.0,"['Adventure', 'Drama']",Adventure Drama,110299,49133.0,48,5.0,2,0.0,,Adventure Drama 
54,"Big Green, The (1995)",Children|Comedy,1995.0,"['Children', 'Comedy']",Children Comedy,112499,26441.0,49,2.3333333333333335,3,1.5275252316519468,,Children Comedy 
55,Georgia (1995),Drama,1995.0,['Drama'],Drama,113158,97406.0,50,4.0,1,0.0,,Drama 
57,Home for the Holidays (1995),Drama,1995.0,['Drama'],Drama,113321,9089.0,51,3.0625,8,0.8634441002668987,,Drama 
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,1994.0,"['Comedy', 'Drama', 'Romance']",Comedy Drama Romance,110877,11010.0,52,4.027027027027027,37,0.9200388423710553,writing,Comedy Drama Romance writing
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,1995.0,"['Adventure', 'Children', 'Fantasy']",Adventure Children Fantasy,113419,11359.0,53,3.235294117647059,34,1.0242165824878726,,Adventure Children Fantasy 
61,Eye for an Eye (1996),Drama|Thriller,1996.0,"['Drama', 'Thriller']",Drama Thriller,116260,17182.0,54,3.75,6,0.8803408430829505,,Drama Thriller 
62,Mr. Holland's Opus (1995),Drama,1995.0,['Drama'],Drama,113862,2054.0,55,3.70625,80,1.0484882124495105,music,Drama music
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,1996.0,"['Comedy', 'Crime']",Comedy Crime,116126,10607.0,56,2.7142857142857144,7,1.14953406710222,,Comedy Crime 
64,Two if by Sea (1996),Comedy|Romance,1996.0,"['Comedy', 'Romance']",Comedy Romance,118002,19760.0,57,2.2,5,0.8366600265340756,,Comedy Romance 
65,Bio-Dome (1996),Comedy,1996.0,['Comedy'],Comedy,115683,9536.0,58,2.532258064516129,31,1.0562156019721836,,Comedy 
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,1996.0,"['Action', 'Sci-Fi', 'Thriller']",Action Sci-Fi Thriller,116839,11525.0,59,2.5,9,1.118033988749895,,Action Sci-Fi Thriller 
68,French Twist (Gazon maudit) (1995),Comedy|Romance,1995.0,"['Comedy', 'Romance']",Comedy Romance,113149,4482.0,60,3.4,5,1.140175425099138,,Comedy Romance 
69,Friday (1995),Comedy,1995.0,['Comedy'],Comedy,113118,10634.0,61,3.775,20,0.89552983434977,,Comedy 
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,1996.0,"['Action', 'Comedy', 'Horror', 'Thriller']",Action Comedy Horror Thriller,116367,755.0,62,3.5090909090909093,55,1.0160330862345146,,Action Comedy Horror Thriller 
71,Fair Game (1995),Action,1995.0,['Action'],Action,113010,11859.0,63,1.7,5,0.4472135954999579,,Action 
72,Kicking and Screaming (1995),Comedy|Drama,1995.0,"['Comedy', 'Drama']",Comedy Drama,113537,28387.0,64,3.2142857142857144,7,1.2863754913562,,Comedy Drama 
73,"Misérables, Les (1995)",Drama|War,1995.0,"['Drama', 'War']",Drama War,113828,48750.0,65,3.4615384615384617,13,0.6910601294852007,,Drama War 
74,Bed of Roses (1996),Drama|Romance,1996.0,"['Drama', 'Romance']",Drama Romance,115644,20927.0,66,4.0,8,0.7559289460184544,,Drama Romance 
75,Big Bully (1996),Comedy|Drama,1996.0,"['Comedy', 'Drama']",Comedy Drama,115676,36929.0,67,2.2,5,1.0954451150103324,,Comedy Drama 
76,Screamers (1995),Action|Sci-Fi|Thriller,1995.0,"['Action', 'Sci-Fi', 'Thriller']",Action Sci-Fi Thriller,114367,9102.0,68,3.4,15,1.1982129550769702,,Action Sci-Fi Thriller 
77,Nico Icon (1995),Documentary,1995.0,['Documentary'],Documentary,113973,124626.0,69,4.0,1,0.0,,Documentary 
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,1995.0,"['Action', 'Crime', 'Drama', 'Thriller']",Action Crime Drama Thriller,112744,27526.0,70,3.3333333333333335,3,0.5773502691896258,,Action Crime Drama Thriller 
79,"Juror, The (1996)",Drama|Thriller,1996.0,"['Drama', 'Thriller']",Drama Thriller,116731,9623.0,71,2.764705882352941,17,1.200490095997562,,Drama Thriller 
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,1995.0,"['Children', 'Drama']",Children Drama,112445,46785.0,72,4.0,2,0.0,,Children Drama 
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,1995.0,"['Crime', 'Drama', 'Romance']",Crime Drama Romance,114660,400.0,73,3.107142857142857,14,0.7640623068776583,,Crime Drama Romance 
82,Antonia's Line (Antonia) (1995),Comedy|Drama,1995.0,"['Comedy', 'Drama']",Comedy Drama,112379,880.0,74,3.875,8,1.4820352800890308,,Comedy Drama 
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,1995.0,"['Drama', 'Romance']",Drama Romance,114039,146599.0,75,3.0,1,0.0,,Drama Romance 
85,Angels and Insects (1995),Drama|Romance,1995.0,"['Drama', 'Romance']",Drama Romance,112365,8447.0,76,3.857142857142857,7,1.5735915849388864,,Drama Romance 
86,White Squall (1996),Action|Adventure|Drama,1996.0,"['Action', 'Adventure', 'Drama']",Action Adventure Drama,118158,10534.0,77,3.966666666666667,15,0.7668736780560658,,Action Adventure Drama 
87,Dunston Checks In (1996),Children|Comedy,1996.0,"['Children', 'Comedy']",Children Comedy,116151,17414.0,78,2.5,7,0.957427107756338,,Children Comedy 
88,Black Sheep (1996),Comedy,1996.0,['Comedy'],Comedy,115697,13997.0,79,3.15625,16,1.1792476415070754,,Comedy 
89,Nick of Time (1995),Action|Thriller,1995.0,"['Action', 'Thriller']",Action Thriller,113972,2086.0,80,3.25,10,0.754615428178118,,Action Thriller 
92,Mary Reilly (1996),Drama|Horror|Thriller,1996.0,"['Drama', 'Horror', 'Thriller']",Drama Horror Thriller,117002,9095.0,81,2.625,8,1.0264362759428507,jekyll and hyde,Drama Horror Thriller jekyll and hyde
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,1995.0,"['Comedy', 'Horror', 'Romance']",Comedy Horror Romance,114825,12158.0,82,2.8333333333333335,9,1.0307764064044151,,Comedy Horror Romance 
94,Beautiful Girls (1996),Comedy|Drama|Romance,1996.0,"['Comedy', 'Drama', 'Romance']",Comedy Drama Romance,115639,9283.0,83,3.95,10,0.4972144630058766,,Comedy Drama Romance 
95,Broken Arrow (1996),Action|Adventure|Thriller,1996.0,"['Action', 'Adventure', 'Thriller']",Action Adventure Thriller,115759,9208.0,84,3.0238095238095237,84,1.0146658358604672,,Action Adventure Thriller 
96,In the Bleak Midwinter (1995),Comedy|Drama,1995.0,"['Comedy', 'Drama']",Comedy Drama,113403,40154.0,85,3.5,1,0.0,theater,Comedy Drama theater
97,"Hate (Haine, La) (1995)",Crime|Drama,1995.0,"['Crime', 'Drama']",Crime Drama,113247,406.0,86,3.9,10,0.7378647873726218,,Crime Drama 
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,1995.0,['Documentary'],Documentary,113283,63076.0,87,5.0,2,0.0,,Documentary 
100,City Hall (1996),Drama|Thriller,1996.0,"['Drama', 'Thriller']",Drama Thriller,115907,11062.0,88,2.7857142857142856,14,0.699293206753068,,Drama Thriller 
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,1996.0,"['Adventure', 'Comedy', 'Crime', 'Romance']",Adventure Comedy Crime Romance,115734,13685.0,89,3.782608695652174,23,1.0425720702853738,crime off-beat comedy quirky,Adventure Comedy Crime Romance crime off-beat comedy quirky
102,Mr. Wrong (1996),Comedy,1996.0,['Comedy'],Comedy,117102,47475.0,90,2.4,5,1.9493588689617927,,Comedy 
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,1996.0,"['Mystery', 'Sci-Fi', 'Thriller']",Mystery Sci-Fi Thriller,118040,2045.0,91,3.0,3,0.0,,Mystery Sci-Fi Thriller 
104,Happy Gilmore (1996),Comedy,1996.0,['Comedy'],Comedy,116483,9614.0,92,3.4393939393939394,99,0.9930182995434678,test tag golf adam sandler,Comedy test tag golf adam sandler
105,"Bridges of Madison County, The (1995)",Drama|Romance,1995.0,"['Drama', 'Romance']",Drama Romance,112579,688.0,93,3.282608695652174,23,0.8504823091062899,,Drama Romance 
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,1994.0,"['Comedy', 'Drama']",Comedy Drama,110251,11907.0,94,4.0,1,0.0,,Comedy Drama 
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,1996.0,"['Adventure', 'Children', 'Comedy', 'Musical']",Adventure Children Comedy Musical,117110,10874.0,95,3.326923076923077,26,0.9267395285872693,muppets,Adventure Children Comedy Musical muppets
108,Catwalk (1996),Documentary,1996.0,['Documentary'],Documentary,112646,89333.0,96,4.0,1,0.0,,Documentary 
110,Braveheart (1995),Action|Drama|War,1995.0,"['Action', 'Drama', 'War']",Action Drama War,112573,197.0,97,4.031645569620253,237,0.9677263634544532,beautiful scenery epic historical inspirational medieval mel gibson oscar (best cinematography) revenge sword fight scotland,Action Drama War beautiful scenery epic historical inspirational medieval mel gibson oscar (best cinematography) revenge sword fight scotland
111,Taxi Driver (1976),Crime|Drama|Thriller,1976.0,"['Crime', 'Drama', 'Thriller']",Crime Drama Thriller,75314,103.0,98,4.105769230769231,104,0.8204695462511792,assassination,Crime Drama Thriller assassination
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,1995.0,"['Action', 'Adventure', 'Comedy', 'Crime']",Action Adventure Comedy Crime,113326,33542.0,99,3.5434782608695654,46,0.9299109094514959,,Action Adventure Comedy Crime 
113,Before and After (1996),Drama|Mystery,1996.0,"['Drama', 'Mystery']",Drama Mystery,115645,43566.0,100,3.3333333333333335,3,0.5773502691896258,,Drama Mystery 
116,Anne Frank Remembered (1995),Documentary,1995.0,['Documentary'],Documentary,112373,51352.0,101,3.9,5,1.02469507659596,holocaust,Documentary holocaust
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,1995.0,"['Crime', 'Drama']",Crime Drama,115033,16934.0,102,3.0,1,0.0,,Crime Drama 
118,If Lucy Fell (1996),Comedy|Romance,1996.0,"['Comedy', 'Romance']",Comedy Romance,116606,10324.0,103,2.5,2,0.7071067811865476,,Comedy Romance 
119,"Steal Big, Steal Little (1995)",Comedy,1995.0,['Comedy'],Comedy,114536,78406.0,104,3.0,2,0.0,,Comedy 
121,"Boys of St. Vincent, The (1992)",Drama,1992.0,['Drama'],Drama,106473,32119.0,105,4.0,2,0.0,,Drama 
122,Boomerang (1992),Comedy|Romance,1992.0,"['Comedy', 'Romance']",Comedy Romance,103859,11066.0,106,2.65625,16,0.7238496621076322,dating,Comedy Romance dating
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,1994.0,"['Drama', 'Mystery', 'Romance']",Drama Mystery Romance,109424,11104.0,107,4.375,4,0.9464847243000456,,Drama Mystery Romance 
125,Flirting With Disaster (1996),Comedy,1996.0,['Comedy'],Comedy,116324,2074.0,108,3.5833333333333335,12,1.2583057392117918,,Comedy 
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,1994.0,"['Adventure', 'Children', 'Fantasy']",Adventure Children Fantasy,110647,27793.0,109,2.0,7,0.816496580927726,,Adventure Children Fantasy 
128,Jupiter's Wife (1994),Documentary,1994.0,['Documentary'],Documentary,110217,290157.0,110,3.0,1,0.0,,Documentary 
129,Pie in the Sky (1996),Comedy|Romance,1996.0,"['Comedy', 'Romance']",Comedy Romance,114131,110972.0,111,2.0,1,0.0,,Comedy Romance 
132,Jade (1995),Thriller,1995.0,['Thriller'],Thriller,113451,11863.0,112,2.8333333333333335,6,0.752772652709081,,Thriller 
135,Down Periscope (1996),Comedy,1996.0,['Comedy'],Comedy,116130,9101.0,113,2.9516129032258065,31,1.0275767506588613,,Comedy 
137,Man of the Year (1995),Documentary,1995.0,['Documentary'],Documentary,113756,5757.0,114,3.0,1,0.0,,Documentary 
140,Up Close and Personal (1996),Drama|Romance,1996.0,"['Drama', 'Romance']",Drama Romance,118055,9302.0,115,3.5,16,0.6831300510639732,journalism,Drama Romance journalism
141,"Birdcage, The (1996)",Comedy,1996.0,['Comedy'],Comedy,115685,11000.0,116,3.494186046511628,86,0.8418962701457717,,Comedy 
144,"Brothers McMullen, The (1995)",Comedy,1995.0,['Comedy'],Comedy,112585,16388.0,117,3.3333333333333335,12,0.8616404368553291,,Comedy 
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,1995.0,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",Action Comedy Crime Drama Thriller,112442,9737.0,118,3.2450980392156863,51,0.8623952053415409,,Action Comedy Crime Drama Thriller 
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,1995.0,"['Adventure', 'Children']",Adventure Children,112342,30765.0,119,3.3333333333333335,3,0.5773502691896258,,Adventure Children 
147,"Basketball Diaries, The (1995)",Drama,1995.0,['Drama'],Drama,112461,10474.0,120,3.466666666666667,15,0.8549575316659775,addiction heroin leonardo dicaprio mark wahlberg,Drama addiction heroin leonardo dicaprio mark wahlberg
148,"Awfully Big Adventure, An (1995)",Drama,1995.0,['Drama'],Drama,112427,22279.0,121,5.0,1,0.0,,Drama 
149,Amateur (1994),Crime|Drama|Thriller,1994.0,"['Crime', 'Drama', 'Thriller']",Crime Drama Thriller,109093,30157.0,122,2.0,1,0.0,,Crime Drama Thriller 
150,Apollo 13 (1995),Adventure|Drama|IMAX,1995.0,"['Adventure', 'Drama', 'IMAX']",Adventure Drama IMAX,112384,568.0,123,3.845771144278607,201,0.8766952306036482,moon nasa space,Adventure Drama IMAX moon nasa space
151,Rob Roy (1995),Action|Drama|Romance|War,1995.0,"['Action', 'Drama', 'Romance', 'War']",Action Drama Romance War,114287,11780.0,124,3.5454545454545454,44,0.9512426500536989,,Action Drama Romance War 
152,"Addiction, The (1995)",Drama|Horror,1995.0,"['Drama', 'Horror']",Drama Horror,112288,34996.0,125,1.5,2,0.7071067811865476,,Drama Horror 
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,1995.0,"['Action', 'Adventure', 'Comedy', 'Crime']",Action Adventure Comedy Crime,112462,414.0,126,2.9160583941605838,137,0.90458257977029,superhero superhero,Action Adventure Comedy Crime superhero superhero
154,Beauty of the Day (Belle de jour) (1967),Drama,1967.0,['Drama'],Drama,61395,649.0,127,3.875,12,0.6077155435054972,,Drama 
155,Beyond Rangoon (1995),Adventure|Drama|War,1995.0,"['Adventure', 'Drama', 'War']",Adventure Drama War,112495,1873.0,128,2.4166666666666665,6,1.3570801990548187,,Adventure Drama War 
156,Blue in the Face (1995),Comedy|Drama,1995.0,"['Comedy', 'Drama']",Comedy Drama,112541,5894.0,129,3.3333333333333335,3,1.1547005383792515,,Comedy Drama 
157,Canadian Bacon (1995),Comedy|War,1995.0,"['Comedy', 'War']",Comedy War,109370,1775.0,130,2.8636363636363638,11,1.0975178606954215,,Comedy War 
158,Casper (1995),Adventure|Children,1995.0,"['Adventure', 'Children']",Adventure Children,112642,8839.0,131,2.806451612903226,62,1.1138282776292474,,Adventure Children 
159,Clockers (1995),Crime|Drama|Mystery,1995.0,"['Crime', 'Drama', 'Mystery']",Crime Drama Mystery,112688,20649.0,132,2.892857142857143,14,0.923591889322323,,Crime Drama Mystery 
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,1995.0,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",Action Adventure Mystery Sci-Fi,112715,10329.0,133,2.8771929824561404,57,1.0276564086481381,michael crichton,Action Adventure Mystery Sci-Fi michael crichton
161,Crimson Tide (1995),Drama|Thriller|War,1995.0,"['Drama', 'Thriller', 'War']",Drama Thriller War,112740,8963.0,134,3.6359223300970873,103,0.8778152881915151,submarine,Drama Thriller War submarine
162,Crumb (1994),Documentary,1994.0,['Documentary'],Documentary,109508,26564.0,135,4.205882352941177,17,0.6388178420286317,in netflix queue,Documentary in netflix queue
163,Desperado (1995),Action|Romance|Western,1995.0,"['Action', 'Romance', 'Western']",Action Romance Western,112851,8068.0,136,3.5606060606060606,66,0.9942726429798261,,Action Romance Western 
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,1995.0,"['Crime', 'Film-Noir', 'Mystery', 'Thriller']",Crime Film-Noir Mystery Thriller,112857,8512.0,137,3.3214285714285716,14,0.7747739833491605,,Crime Film-Noir Mystery Thriller 
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,1995.0,"['Action', 'Crime', 'Thriller']",Action Crime Thriller,112864,1572.0,138,3.5555555555555554,144,0.92197551488033,,Action Crime Thriller 
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,1995.0,"['Comedy', 'Crime', 'Drama']",Comedy Crime Drama,112887,13552.0,139,2.8333333333333335,3,1.2583057392117916,,Comedy Crime Drama 
168,First Knight (1995),Action|Drama|Romance,1995.0,"['Action', 'Drama', 'Romance']",Action Drama Romance,113071,6520.0,140,3.0833333333333335,54,1.298584134631631,,Action Drama Romance 
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,1995.0,"['Adventure', 'Children', 'Drama']",Adventure Children Drama,113114,9073.0,141,2.4,10,0.9944289260117533,,Adventure Children Drama 
170,Hackers (1995),Action|Adventure|Crime|Thriller,1995.0,"['Action', 'Adventure', 'Crime', 'Thriller']",Action Adventure Crime Thriller,113243,10428.0,142,3.2285714285714286,35,0.9183013181545423,,Action Adventure Crime Thriller 
171,Jeffrey (1995),Comedy|Drama,1995.0,"['Comedy', 'Drama']",Comedy Drama,113464,17447.0,143,3.8333333333333335,6,0.983192080250175,,Comedy Drama 
